residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Urban,dm_screened,85.8,82.8,88.7,Proportion,"85.8 (82.8, 88.7)",2575,caste,Schedule Tribe
Urban,dm_diagnosed,73.7,69.7,77.7,Proportion,"73.7 (69.7, 77.7)",2575,caste,Schedule Tribe
Rural,dm_screened,80.9,80.3,81.5,Proportion,"80.9 (80.3, 81.5)",45709,religion,Hindu
Rural,dm_diagnosed,68.5,67.7,69.2,Proportion,"68.5 (67.7, 69.2)",45709,religion,Hindu
Rural,dm_screened,81.1,79.3,82.9,Proportion,"81.1 (79.3, 82.9)",6459,religion,Muslim
Rural,dm_diagnosed,69.5,67.3,71.6,Proportion,"69.5 (67.3, 71.6)",6459,religion,Muslim
Rural,dm_screened,88.1,86.7,89.6,Proportion,"88.1 (86.7, 89.6)",7186,religion,Other
Rural,dm_diagnosed,75.9,73.8,77.9,Proportion,"75.9 (73.8, 77.9)",7186,religion,Other
Urban,dm_screened,89,88.3,89.7,Proportion,"89 (88.3, 89.7)",25391,religion,Hindu
Urban,dm_diagnosed,76,75,76.9,Proportion,"76 (75, 76.9)",25391,religion,Hindu
Urban,dm_screened,88.1,86.5,89.7,Proportion,"88.1 (86.5, 89.7)",4710,religion,Muslim
Urban,dm_diagnosed,76.1,74,78.1,Proportion,"76.1 (74, 78.1)",4710,religion,Muslim
Urban,dm_screened,93.4,92,94.8,Proportion,"93.4 (92, 94.8)",3808,religion,Other
Urban,dm_diagnosed,83.3,81.1,85.5,Proportion,"83.3 (81.1, 85.5)",3808,religion,Other
Rural,dm_screened,75.5,74,76.9,Proportion,"75.5 (74, 76.9)",8255,swealthq_ur,1
Rural,dm_diagnosed,64.4,62.8,66,Proportion,"64.4 (62.8, 66)",8255,swealthq_ur,1
Rural,dm_screened,77.8,76.6,79,Proportion,"77.8 (76.6, 79)",9282,swealthq_ur,2
Rural,dm_diagnosed,66.1,64.6,67.5,Proportion,"66.1 (64.6, 67.5)",9282,swealthq_ur,2
Rural,dm_screened,79.5,78.5,80.6,Proportion,"79.5 (78.5, 80.6)",10832,swealthq_ur,3
Rural,dm_diagnosed,66.9,65.6,68.2,Proportion,"66.9 (65.6, 68.2)",10832,swealthq_ur,3
Rural,dm_screened,83.3,82.4,84.2,Proportion,"83.3 (82.4, 84.2)",12979,swealthq_ur,4
Rural,dm_diagnosed,69.9,68.7,71.2,Proportion,"69.9 (68.7, 71.2)",12979,swealthq_ur,4
Rural,dm_screened,85.5,84.7,86.4,Proportion,"85.5 (84.7, 86.4)",18006,swealthq_ur,5
Rural,dm_diagnosed,73.3,72.3,74.4,Proportion,"73.3 (72.3, 74.4)",18006,swealthq_ur,5
Urban,dm_screened,84.6,82.9,86.2,Proportion,"84.6 (82.9, 86.2)",4579,swealthq_ur,1
Urban,dm_diagnosed,69.6,67.3,71.9,Proportion,"69.6 (67.3, 71.9)",4579,swealthq_ur,1
Urban,dm_screened,85.8,84.5,87.1,Proportion,"85.8 (84.5, 87.1)",5943,swealthq_ur,2
Urban,dm_diagnosed,73,71.2,74.8,Proportion,"73 (71.2, 74.8)",5943,swealthq_ur,2
Urban,dm_screened,88.3,87.1,89.6,Proportion,"88.3 (87.1, 89.6)",7090,swealthq_ur,3
Urban,dm_diagnosed,75.6,74.1,77.2,Proportion,"75.6 (74.1, 77.2)",7090,swealthq_ur,3
Urban,dm_screened,90.2,89.1,91.2,Proportion,"90.2 (89.1, 91.2)",7814,swealthq_ur,4
Urban,dm_diagnosed,77.6,76.1,79,Proportion,"77.6 (76.1, 79)",7814,swealthq_ur,4
Urban,dm_screened,93.4,92.6,94.3,Proportion,"93.4 (92.6, 94.3)",8483,swealthq_ur,5
Urban,dm_diagnosed,82.1,80.8,83.4,Proportion,"82.1 (80.8, 83.4)",8483,swealthq_ur,5
Rural,dm_treated,64.8,63.5,66.2,Proportion,"64.8 (63.5, 66.2)",41065,,NA
Rural,dm_controlled,62.1,61.2,63,Proportion,"62.1 (61.2, 63)",41065,,NA
Urban,dm_treated,78,76.4,79.5,Proportion,"78 (76.4, 79.5)",26144,,NA
Urban,dm_controlled,56.1,55,57.2,Proportion,"56.1 (55, 57.2)",26144,,NA
Rural,dm_treated,64.1,62.6,65.6,Proportion,"64.1 (62.6, 65.6)",21508,sex,Female
Rural,dm_controlled,63,61.9,64.1,Proportion,"63 (61.9, 64.1)",21508,sex,Female
Rural,dm_treated,65.6,64.3,67,Proportion,"65.6 (64.3, 67)",19557,sex,Male
Rural,dm_controlled,61,59.9,62.1,Proportion,"61 (59.9, 62.1)",19557,sex,Male
Urban,dm_treated,78.2,76.5,79.9,Proportion,"78.2 (76.5, 79.9)",13884,sex,Female
Urban,dm_controlled,56.5,55.2,57.9,Proportion,"56.5 (55.2, 57.9)",13884,sex,Female
Urban,dm_treated,77.7,76,79.3,Proportion,"77.7 (76, 79.3)",12260,sex,Male
Urban,dm_controlled,55.6,54.1,57.1,Proportion,"55.6 (54.1, 57.1)",12260,sex,Male
Rural,dm_treated,36,34,38.1,Proportion,"36 (34, 38.1)",7122,age_category,18-39
Rural,dm_controlled,81,79.6,82.5,Proportion,"81 (79.6, 82.5)",7122,age_category,18-39
Rural,dm_treated,68.8,67.5,70.1,Proportion,"68.8 (67.5, 70.1)",23324,age_category,40-64
Rural,dm_controlled,56.6,55.6,57.7,Proportion,"56.6 (55.6, 57.7)",23324,age_category,40-64
Rural,dm_treated,74.1,72.7,75.5,Proportion,"74.1 (72.7, 75.5)",10619,age_category,65 plus
Rural,dm_controlled,62.1,60.9,63.4,Proportion,"62.1 (60.9, 63.4)",10619,age_category,65 plus
Urban,dm_treated,49,45.3,52.7,Proportion,"49 (45.3, 52.7)",3507,age_category,18-39
Urban,dm_controlled,72.6,70,75.2,Proportion,"72.6 (70, 75.2)",3507,age_category,18-39
Urban,dm_treated,80.5,79,81.9,Proportion,"80.5 (79, 81.9)",15570,age_category,40-64
Urban,dm_controlled,51.7,50.4,53,Proportion,"51.7 (50.4, 53)",15570,age_category,40-64
Urban,dm_treated,85.4,84,86.8,Proportion,"85.4 (84, 86.8)",7067,age_category,65 plus
Urban,dm_controlled,58.2,56.5,59.9,Proportion,"58.2 (56.5, 59.9)",7067,age_category,65 plus
Rural,dm_treated,54.7,51.9,57.6,Proportion,"54.7 (51.9, 57.6)",3518,education,Higher
Rural,dm_controlled,67.6,65.3,69.9,Proportion,"67.6 (65.3, 69.9)",3518,education,Higher
Rural,dm_treated,65,63.5,66.5,Proportion,"65 (63.5, 66.5)",14161,education,No education
Rural,dm_controlled,63.2,62,64.4,Proportion,"63.2 (62, 64.4)",14161,education,No education
Rural,dm_treated,68.3,66.5,70.2,Proportion,"68.3 (66.5, 70.2)",7521,education,Primary
Rural,dm_controlled,59.6,58,61.3,Proportion,"59.6 (58, 61.3)",7521,education,Primary
Rural,dm_treated,65.2,63.7,66.7,Proportion,"65.2 (63.7, 66.7)",15865,education,Secondary
Rural,dm_controlled,61.1,59.8,62.3,Proportion,"61.1 (59.8, 62.3)",15865,education,Secondary
Urban,dm_treated,74.2,71.7,76.6,Proportion,"74.2 (71.7, 76.6)",5155,education,Higher
Urban,dm_controlled,62.5,60.4,64.6,Proportion,"62.5 (60.4, 64.6)",5155,education,Higher
Urban,dm_treated,78,76,80.1,Proportion,"78 (76, 80.1)",4772,education,No education
Urban,dm_controlled,54.2,52,56.3,Proportion,"54.2 (52, 56.3)",4772,education,No education
Urban,dm_treated,81,78.9,83.1,Proportion,"81 (78.9, 83.1)",4059,education,Primary
Urban,dm_controlled,53,50.8,55.2,Proportion,"53 (50.8, 55.2)",4059,education,Primary
Urban,dm_treated,78.5,76.8,80.1,Proportion,"78.5 (76.8, 80.1)",12158,education,Secondary
Urban,dm_controlled,55.3,53.8,56.8,Proportion,"55.3 (53.8, 56.8)",12158,education,Secondary
Rural,dm_treated,69.2,67.6,70.8,Proportion,"69.2 (67.6, 70.8)",12186,caste,General
Rural,dm_controlled,59.6,58.2,61.1,Proportion,"59.6 (58.2, 61.1)",12186,caste,General
Rural,dm_treated,64.8,62.8,66.7,Proportion,"64.8 (62.8, 66.7)",16893,caste,OBC
Rural,dm_controlled,62.1,60.8,63.4,Proportion,"62.1 (60.8, 63.4)",16893,caste,OBC
Rural,dm_treated,60.1,57.9,62.2,Proportion,"60.1 (57.9, 62.2)",7397,caste,Schedule Caste
Rural,dm_controlled,63.6,61.9,65.3,Proportion,"63.6 (61.9, 65.3)",7397,caste,Schedule Caste
Rural,dm_treated,58.3,54.8,61.8,Proportion,"58.3 (54.8, 61.8)",4589,caste,Schedule Tribe
Rural,dm_controlled,70.2,67.6,72.7,Proportion,"70.2 (67.6, 72.7)",4589,caste,Schedule Tribe
Urban,dm_treated,80.2,78.6,81.8,Proportion,"80.2 (78.6, 81.8)",9386,caste,General
Urban,dm_controlled,57,55.4,58.6,Proportion,"57 (55.4, 58.6)",9386,caste,General
Urban,dm_treated,77.5,75.3,79.8,Proportion,"77.5 (75.3, 79.8)",11152,caste,OBC
Urban,dm_controlled,55.3,53.6,56.9,Proportion,"55.3 (53.6, 56.9)",11152,caste,OBC
Urban,dm_treated,74.7,71.5,78,Proportion,"74.7 (71.5, 78)",3593,caste,Schedule Caste
Urban,dm_controlled,56.2,53.7,58.7,Proportion,"56.2 (53.7, 58.7)",3593,caste,Schedule Caste
Urban,dm_treated,72.3,66.7,77.8,Proportion,"72.3 (66.7, 77.8)",2013,caste,Schedule Tribe
Urban,dm_controlled,57.4,52.4,62.5,Proportion,"57.4 (52.4, 62.5)",2013,caste,Schedule Tribe
Rural,dm_treated,63.8,62.4,65.2,Proportion,"63.8 (62.4, 65.2)",30989,religion,Hindu
Rural,dm_controlled,63,62,63.9,Proportion,"63 (62, 63.9)",30989,religion,Hindu
Rural,dm_treated,66.3,63.4,69.3,Proportion,"66.3 (63.4, 69.3)",4834,religion,Muslim
Rural,dm_controlled,59.8,57.2,62.4,Proportion,"59.8 (57.2, 62.4)",4834,religion,Muslim
Rural,dm_treated,73.3,70.5,76.1,Proportion,"73.3 (70.5, 76.1)",5242,religion,Other
Rural,dm_controlled,56.2,53.7,58.6,Proportion,"56.2 (53.7, 58.6)",5242,religion,Other
Urban,dm_treated,77.6,75.8,79.3,Proportion,"77.6 (75.8, 79.3)",19322,religion,Hindu
Urban,dm_controlled,56.4,55.1,57.6,Proportion,"56.4 (55.1, 57.6)",19322,religion,Hindu
Urban,dm_treated,78.4,75.4,81.5,Proportion,"78.4 (75.4, 81.5)",3699,religion,Muslim
Urban,dm_controlled,54.9,52,57.9,Proportion,"54.9 (52, 57.9)",3699,religion,Muslim
Urban,dm_treated,80.7,76.7,84.8,Proportion,"80.7 (76.7, 84.8)",3123,religion,Other
Urban,dm_controlled,55.6,52.1,59.2,Proportion,"55.6 (52.1, 59.2)",3123,religion,Other
Rural,dm_treated,59,56.5,61.5,Proportion,"59 (56.5, 61.5)",5276,swealthq_ur,1
Rural,dm_controlled,68,66.1,70,Proportion,"68 (66.1, 70)",5276,swealthq_ur,1
Rural,dm_treated,60.1,58,62.3,Proportion,"60.1 (58, 62.3)",6075,swealthq_ur,2
Rural,dm_controlled,66.8,65.1,68.5,Proportion,"66.8 (65.1, 68.5)",6075,swealthq_ur,2
Rural,dm_treated,63.4,61.5,65.3,Proportion,"63.4 (61.5, 65.3)",7277,swealthq_ur,3
Rural,dm_controlled,62.9,61.2,64.5,Proportion,"62.9 (61.2, 64.5)",7277,swealthq_ur,3
Rural,dm_treated,64.4,62.6,66.3,Proportion,"64.4 (62.6, 66.3)",9126,swealthq_ur,4
Rural,dm_controlled,61.5,60,63.1,Proportion,"61.5 (60, 63.1)",9126,swealthq_ur,4
Rural,dm_treated,70.1,68.5,71.8,Proportion,"70.1 (68.5, 71.8)",13311,swealthq_ur,5
Rural,dm_controlled,57.7,56.3,59.1,Proportion,"57.7 (56.3, 59.1)",13311,swealthq_ur,5
Urban,dm_treated,69.4,65.3,73.4,Proportion,"69.4 (65.3, 73.4)",3229,swealthq_ur,1
Urban,dm_controlled,59.7,57.1,62.3,Proportion,"59.7 (57.1, 62.3)",3229,swealthq_ur,1
Urban,dm_treated,74.4,71.8,76.9,Proportion,"74.4 (71.8, 76.9)",4379,swealthq_ur,2
Urban,dm_controlled,55,52.7,57.3,Proportion,"55 (52.7, 57.3)",4379,swealthq_ur,2
Urban,dm_treated,77.9,75.7,80,Proportion,"77.9 (75.7, 80)",5409,swealthq_ur,3
Urban,dm_controlled,55.1,52.9,57.3,Proportion,"55.1 (52.9, 57.3)",5409,swealthq_ur,3
Urban,dm_treated,80.6,78.8,82.4,Proportion,"80.6 (78.8, 82.4)",6144,swealthq_ur,4
Urban,dm_controlled,54.8,52.8,56.7,Proportion,"54.8 (52.8, 56.7)",6144,swealthq_ur,4
Urban,dm_treated,81.4,79.4,83.4,Proportion,"81.4 (79.4, 83.4)",6983,swealthq_ur,5
Urban,dm_controlled,57.1,55.2,59,Proportion,"57.1 (55.2, 59)",6983,swealthq_ur,5
